User,Date Created,Tweets
ishanagarwal24,2023-03-24 19:57:31+00:00,@Raman_Gill87 @AppleSupport Yep did that now
AppleSupport,2023-03-24 19:57:20+00:00,"@anna29179905 We want to help with your iPhone. Try the steps in this resource which are geared towards your issue: https://t.co/ksL9M5B9Sl 

Send us a DM if you still need help, so we can work together on a solution. https://t.co/GDrqU23wfr"
ishanagarwal24,2023-03-24 19:57:20+00:00,@iamsidi23 @AppleSupport There what I did for now
AppleSupport,2023-03-24 19:56:49+00:00,"@40oztigerbalm Thanks for letting us know! We want to help make sure both AirPods have great sound quality. To do that, start with the troubleshooting in https://t.co/mVd37zPWVZ, which addresses issues you have with only one AirPod. DM us if the issue continues. https://t.co/GDrqU23wfr"
AppleSupport,2023-03-24 19:56:35+00:00,"@BedTaker We’d like to help introduce you to our wonderful new app! Freeform is a powerful new app designed for creative brainstorming and collaboration. This resource can help you learn how to get started with Freeform: https://t.co/YajIXE7qSc For more help, meet us DM. https://t.co/GDrqU23wfr"
iamsidi23,2023-03-24 19:55:10+00:00,@ishanagarwal24 @AppleSupport Buy a gift card and redeem it. You might get some cashback based on your card.
VigneshwarB9,2023-03-24 19:43:39+00:00,My apple case ID: 20000081178031 @AppleSupport
VigneshwarB9,2023-03-24 19:43:37+00:00,"When contacting @AppleSupport about this, they are responding like this was the first time, they are hearing this issue. But it seems like the issue was there since ios16 release"
VigneshwarB9,2023-03-24 19:43:35+00:00,"iphone 13 pro max bad display quality
I am using @Apple 13 pro max. 2days back, after updating to ios 16.3 the screen started flickering and suddenly turned full white. @AppleSupport @TamilTechOffici @TechBossIndia @Mrwhosetheboss @MacRumors @MKBHD @TechWiser @iRobinPro"
AppleSupport,2023-03-24 19:42:03+00:00,@arshit_miglani Thank you for reaching out. We would like to see what we can do to help you sort this out. Get back to us in DM using the link below. Once in DM let us know what happens when you try to update? The more details you can provide the better. https://t.co/GDrqU23wfr
YoungKeebler,2023-03-24 19:40:40+00:00,@AppleSupport @Nick_Schmidt09 Get started what? Telling us our warranty is out?
AppleSupport,2023-03-24 19:38:34+00:00,"@AmandaP79729587 Thanks for reaching out. We’d like to help. To clarify, are you having an issue with a particular app or website? Does this happen across the entire system? Which macOS version are you running? Let us know in DM and we’ll do our best to help. https://t.co/GDrqU23wfr"
AppleSupport,2023-03-24 19:36:34+00:00,"@NCardiB Hi there. You’ve come to the right place. We want to do all we can to help you with your Apple Watch. 
If your workout is pausing in the middle, check out this resource which may help: https://t.co/B6fyUw9nvP 
Feel free to DM us with any questions. https://t.co/GDrqU23wfr"
garretonfco,2023-03-24 19:33:21+00:00,"@AppleSupport this is how @maconlinechile ships @apple products in Chile by an authorized reseller, filled with #plumavit https://t.co/Ov2yHqsF6t"
AnyoneOReally1,2023-03-24 19:27:07+00:00,@Printer_Gobrrr @relai_app @AppleSupport Use @PocketBitcoin which is app-free.
AppleSupport,2023-03-24 19:25:47+00:00,"@knirirr Hello there. We’d like to help. Please send us a DM, with the Apple service you are referring to,and we’ll take a closer look into your concerns. Cheers. https://t.co/GDrqU23wfr"
AppleSupport,2023-03-24 19:18:31+00:00,"@lovinglyprolife Thanks for reaching out to us. We’d love to help. Please meet us in DM, so we can get more information about this issue. Once in DM let us know the current software version installed. That information will help us with our next steps. https://t.co/GDrqU23wfr"
kellynewman,2023-03-24 19:14:26+00:00,Anyone else seeing wild inconsistencies in the  color and brightness of @AppleTVPlus shows recently? Shot to shot within a scene seem to get darker and brighter constantly. Not sure if this is a color correction issue or a HDR decoding issue. @TedLasso #Shrinking @AppleSupport
PradeepAllwyn18,2023-03-24 19:12:06+00:00,"@AppleSupport @Apple
It's just one year and exactly after the warranty my iphone 13 pro had white screen dead after software update.Visit the store to check they charged me some amount for diagnostics and they said it's a screen issue need to replace the screen.
Need help.!!!"
knirirr,2023-03-24 19:07:37+00:00,"@AppleSupport when did you introduce the requirement for proof of academic status by requiring photos of personal documents, IDs etc. to be emailed as attachments?"
DeepSinghArt,2023-03-24 19:07:36+00:00,@AppleSupport Yes issues resolved thank you @Apple
AppleSupport,2023-03-24 19:07:01+00:00,"@DeepSinghArt You’re welcome! We just want to confirm, has the issue been resolved? If not, send us a DM so we can take a closer look. https://t.co/GDrqU23wfr"
AppleSupport,2023-03-24 19:03:01+00:00,@yungnicki2012 Thanks for contacting us. We want to help. Send us a DM and let us know which model of device and OS version you’re having issues with and we’ll work with you further from there. https://t.co/GDrqU23wfr
AppleSupport,2023-03-24 18:58:00+00:00,"@DylanBake_901 Hi there. We’ll be happy to look into this and help you out with FaceTime. Is this happening on both Wi-Fi and cellular data? If you restart your iPhone, does it work properly afterwards? Let us know in a DM and we’ll help more from there: https://t.co/GDrqU23wfr"
AppleSupport,2023-03-24 18:50:14+00:00,"@GettinPaid_MM We want to make sure you are not paying for something that you don’t want, so follow the steps here to identify those and request a refund: https://t.co/Udf3mWpi8w 

If you still need help, reach out to our billing team here: https://t.co/NpQJidgXt8"
AppleSupport,2023-03-24 18:48:14+00:00,"@Ines23733087 Hi there, we want to help ensure you’re able to send iMessages as expected. We’d like to gather further details to ensure we provide the best path forward. DM us and let us know what seems to happen when trying to reply to the text, and if it affects multiple texts. https://t.co/GDrqU23wfr"
EltonAJMenezes,2023-03-24 18:47:38+00:00,"@spercharged @Apple This has been broken since iOS 7!
@AppleSupport @Apple 
iOS 6 was great and the best! Apple should go back to that"
pem_choc,2023-03-24 18:47:26+00:00,@LittleSevenClub @PurpleRibbnARMY @AppleSupport @AppleMusic what's with all these platforms glitching and making errors today of all days??? 💀💀💀
praveenandrews5,2023-03-24 18:47:10+00:00,@Apple @AppleSupport looks like many users are facing the same issue. Please provide a fix for this issue.
maad0114,2023-03-24 18:46:29+00:00,"@LittleSevenClub @2020isqueen_ @AppleSupport @AppleMusic Hello, @AppleSupport
 @AppleMusic
  can you please fix the date of Jimin ""Face"" release date, it's showing march 25 when it should be March 24. Please fix this issue. ASAP."
AppleSupport,2023-03-24 18:45:59+00:00,"@springlols Sidecar is a great feature to maximize your productivity and we’d like to help. Please DM us the devices you’re using and the current software version installed. In addition, please provide us the exact error message that appears. This will help get us started. https://t.co/GDrqU23wfr"
praveenandrews5,2023-03-24 18:44:44+00:00,"@AppleSupport @Apple recently did a software update and my iPhone 13 Pro Max was displaying white screen.
Approached the store to check they charged me some amount for diagnostics and they said it’s a screen issue need to replace the screen.
Need help."
purpleubangtan3,2023-03-24 18:42:20+00:00,"@LittleSevenClub @AppleSupport @AppleMusic Hi @AppleSupport @AppleMusic  can you please fix the date of Jimin ""Face"" release date, it's showing march 25 when it should be March 24. Please fix this issue ASAP... https://t.co/mQeEPmf8AY"
seanpaulguitar,2023-03-24 18:41:18+00:00,"@AppleSupport WHY do you prevent laptops sleeping when third party repaired? You've explicitly been told right to repair is a thing, you are NOT to hinder the function of the device that now belongs to the user not you, thats against so many laws forcing functions to diable...."
LittleSevenClub,2023-03-24 18:39:48+00:00,"Hello, @AppleSupport @AppleMusic  can you please fix the date of Jimin ""Face"" release date, it's showing march 25 when it should be March 24. Please fix this issue. ASAP. https://t.co/DITaxFTbtG"
AppleSupport,2023-03-24 18:28:58+00:00,@gadujardin We want you to be able to rely on your iPhone battery and are here to take a closer look. Please meet us in DM with a bit more detail about which iPhone you’re using and how long it lasts from 100% charge. https://t.co/GDrqU23wfr
DeepSinghArt,2023-03-24 18:27:08+00:00,@AppleSupport Updated thank you
AppleSupport,2023-03-24 18:26:29+00:00,@DeepSinghArt Was your iCloud storage plan updated to 50GB? Please send us a direct message with that information and we’ll continue from there. https://t.co/GDrqU23wfr
AppleSupport,2023-03-24 18:21:13+00:00,"@bluecat11_11 Hello. We’ll be happy to help. Please see the following resource for steps to cancel any unwanted subscriptions, and also request a refund: https://t.co/bXPLrwh5Ly 

Need more help, send us a DM. Cheers. https://t.co/GDrqU23wfr"
AppleSupport,2023-03-24 18:15:57+00:00,"@Livvvvsterrrr We’d be happy to take a look in to that with you! 

Could you please send us a DM with roughly how long your AirPods are lasting on a full charge so we can get started? https://t.co/GDrqU23wfr"
_amandatraceyy,2023-03-24 18:11:24+00:00,@AppleSupport This is fake news
AppleSupport,2023-03-24 18:10:26+00:00,"@byyuriko Hi. We received your DM, and we’ll continue from there. Cheers."
DeepSinghArt,2023-03-24 18:07:00+00:00,@AppleSupport Thank you updated @Apple
sabarisreekumar,2023-03-24 18:05:24+00:00,@iAbhishek79 @ishanagarwal24 @AppleSupport Thank you 🙏🏽😊
susant_mr,2023-03-24 18:03:08+00:00,How is possible @Apple @AppleSupport the missed call time is one minute a head of the actual time 🤔 https://t.co/80cmxXOrGQ
ricfink,2023-03-25 23:55:08+00:00,".@AppleSupport I notice that the Apple Mouse and Trackpad come in the traditional White or new Black, for about $20 more. Are they technically identical or is the black version newer in some tech perspective? Thanks. I want to hit the Buy Button ASAP."
AppleSupport,2023-03-25 23:54:36+00:00,@alex_rizzoli We’d love to help! DM us and let us know if you get an error message and what the error message says. Please include which iPhone and software version you’re using. These details will help with our next steps. https://t.co/GDrqU22YpT
AppleSupport,2023-03-25 23:54:06+00:00,"@pearcemarcus We’re sorry to hear about your iPhone. Follow the steps in our link to move forward with additional actions: https://t.co/eQMxomCQ7K 

Send us a DM if you have any questions. https://t.co/GDrqU22YpT"
QIs4Quantum,2023-03-25 23:53:58+00:00,"@AppleSupport @Dropbox @DeptofDefense @FBI @CIA Everytime this happens, you present me with another opportunity to educate my fellow Americans on your intrusive spying techniques. On the heels of your unprofessional @tiktok_us hearing, enjoy the irony of today’s lesson"
AppleSupport,2023-03-25 23:47:20+00:00,"@aychfriday Hello! We’re always happy to help where we can. If you have questions or concerns regarding your Apple Card, you’ll want to reach out to our Apple Card team to have those questions or concerns addressed directly: https://t.co/PKHw3hnVcp https://t.co/GDrqU22YpT"
TheNamesBobbyMF,2023-03-25 23:43:25+00:00,@AppleSupport It does it every month when Apple decides that I shouldn’t be able to use my phone because I don’t pay a phantom charge of 5$ when the only active subscription I have is Apple Music
QIs4Quantum,2023-03-25 23:43:07+00:00,"@AppleSupport Because of what you have allowed, the little bitch has now locked me out of my own DropBox account. It’s the same DropBox you allowed him to rummage through for 5 months and tamper with our evidence for a federal case. I despise you, people. I really do. cc @Dropbox"
AppleSupport,2023-03-25 23:39:34+00:00,"@BMonroeShaw It sounds like your Apple ID is disabled in the App Store. To enable access, contact our Billing team using the link here: https://t.co/NpQJidgpDA"
IntelOpTicTexas,2023-03-25 23:33:15+00:00,Okay okay first off I know its my fault so lets start there. BUT ARE YOU SERIOUS @Apple @AppleSupport  I litterally ordered a replacement for my airpod less than an hour ago and you guys shipped it that quick that I can't change it (First off Wow amazing Shipping) But now I have…
alex_rizzoli,2023-03-25 23:23:21+00:00,@AppleSupport I recorded a 1hr video on my phone in 4K 60fps. File size is 45GB! It won’t upload to iCloud and I it doesn’t show when I manually plug in either. What do I do?
jess_ford20,2023-03-25 23:18:18+00:00,"@AppleSupport @Apple We need a margarita emoji pleaseeeee. we got champagne, dirty tini, and even sake…. but no margarita??"
aychfriday,2023-03-25 23:13:47+00:00,"@AppleSupport how can my physical titanium card make a physical transaction 1hr 30min away from where I am at this exact moment? 

People are still spoofing cards? With a FAKE card? Was the magnetic stripe copied? Someone living in 3023 already? Why so much at PARTY CITYY? 💀"
TheNamesBobbyMF,2023-03-25 23:01:35+00:00,@AppleSupport I have no active subscriptions I paid my Apple Music that is the only subscription I have and Apple has disabled my app market I can’t update my phone or nothing that sh^t should be illegal
AppleSupport,2023-03-25 22:59:46+00:00,"@Ally__M_ We’d be happy to lend a hand. What devices are exhibiting this behavior? Does this happen with every incoming FaceTime call, or does this only happen intermittently? Let us know in DM. We’ll take further steps from there based on those details. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-25 22:51:00+00:00,"@BMonroeShaw If you have an unrecognized charge or subscription, we want to help.
This page has how to investigate the charge, and cancel a subscription: https://t.co/qMSexwQmiR 
Questions? Contact our Apple ID billing support: https://t.co/NpQJidgpDA"
QIs4Quantum,2023-03-25 22:50:12+00:00,"@AppleSupport  Thanks to your willingness to work with the hacker/stalker that you allowed to clone my phone, I cannot operate it. He’s maxed out my storage with his malware to fuse my phone with his after I keep blocking his device from my WiFi. I just dumped 1.6 GB of data"
AppleSupport,2023-03-25 22:50:00+00:00,"@FAEBoneill Hello. We can help. Please follow the steps here to resolve cellular network issues: https://t.co/wLp5NwrbVH  These steps will walk you through what to do when the network isn’t working as expected.

Send us a DM with the result and we’ll continue there. https://t.co/GDrqU22YpT"
shotti_bolchi,2023-03-25 22:46:58+00:00,@AppleSupport I found the answer to my question. Thanks for the reply though!
AppleSupport,2023-03-25 22:42:29+00:00,"@_missberry_ We’d like to help you ensure you are not being incorrectly billed. Check out these steps to locate the source of the charges: https://t.co/Udf3mWoKiY Should more help be needed, reach out to our billing experts here: https://t.co/NpQJidgpDA"
AppleSupport,2023-03-25 22:23:12+00:00,"@DickBuffett Thanks for contacting us about your iPad and needing some available space. We want to help out.
Have you restarted your iPad since noticing this? It’s an easy step, but can help with unexpected behavior: https://t.co/KYDaifPUv8 
DM us after, we’ll help there. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-25 22:13:57+00:00,@taeconfresas We assure you we’ll explore the situation together. It sounds like you’re wanting to register your AirPods to your Apple ID. Do we have that right? Please let us know in DM and we can look more closely at that option there. https://t.co/GDrqU22YpT
Nickalechamma6,2023-03-25 22:09:11+00:00,@AppleSupport I am surprised you replied to me. Thank you
taeconfresas,2023-03-25 21:59:15+00:00,"@AppleSupport Hi, How can I add my airpods to my Apple Store App account?"
AppleSupport,2023-03-25 21:51:56+00:00,@shotti_bolchi We’d be happy to lend a hand. Are you facing any difficulties with your iPhone that has you concerned about the authenticity? Let us know in DM. We’ll take further steps from there based on those details. https://t.co/GDrqU22YpT
BradJKD,2023-03-25 21:51:27+00:00,Hey @AppleSupport What's going on with Ventura and Microsoft Exchange? Can't authenticate no matter what I do. Many others are having the same problem. You're causing corporate clients MAJOR headaches. 🤕
AppleSupport,2023-03-25 21:45:24+00:00,"@ZPDotson Hello. Thanks for contacting us for help with your Apple TV, as we want you to enjoy using it again. 
Meet us in DM and we’ll continue from there.
Let us know which Apple TV you have, and see if there is a tvOS update. Here’s how: https://t.co/dYKGU6iCsd 
Thanks! https://t.co/GDrqU22YpT"
JerodEwert,2023-03-25 21:41:26+00:00,"@AppleSupport I was wrong here, apple timer vibrates when it finishes"
AppleSupport,2023-03-25 21:39:54+00:00,"@nutritioncup Happy to help! If you’re having an issue with an app not responding or opening, try the steps outlined in the following page to help with resolving this issue: https://t.co/zoTqNejCV5 

DM us if the issue persists after trying these steps. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-25 21:39:24+00:00,"@merrybrook If you’re having issues with your right Powerbeats Pro, we’d like to help. 
Have you tried to reset them? It’s a good step when they’re not performing as expected. 
Here’s how: https://t.co/RivilrP0sU 
Test after, and if still having issues, DM us. https://t.co/GDrqU22YpT"
shotti_bolchi,2023-03-25 21:38:51+00:00,@AppleSupport My model number starts with MHD for my IPhone 11 (128GB). I cannot find a reference to this model anywhere on your website or elsewhere. I have another phone same model that model number starts with MWM? Is mine a counterfeit?
AppleSupport,2023-03-25 21:34:24+00:00,@TaraLynnFoxx Hello. We’d like to help. Please meet us in DM using the following link so we can gather some details. https://t.co/GDrqU22YpT
ZPDotson,2023-03-25 21:34:15+00:00,"Can anyone tell me what’s going on with my #AppleTV? Have tried switching HDMI cables, HDMI ports, and did a factory reset. The actual TV itself works fine when AppleTV is not the video source. @Apple @AppleTV @AppleSupport https://t.co/we7KuZm8KK"
nutritioncup,2023-03-25 21:31:17+00:00,@AppleSupport safari no working https://t.co/dZ2tWjXjkC
AppleSupport,2023-03-25 21:27:38+00:00,"@teamessencee Hello. We’d like to help. So that we can take a look, please send us a DM and let us know which device you’re using and the exact error message you’re seeing. https://t.co/GDrqU22YpT"
merrybrook,2023-03-25 21:26:29+00:00,"@AppleSupport @DakiniAurora Does this work for my Power Beats Pro too? One of my stops working when battery level is 55%. Software problem, Apple. Please help."
Walkergirl66,2023-03-25 21:25:37+00:00,@english_maven @AppleSupport If you have an Apple store near you they can help you. We made an appointment and an Apple genius helped us when our daughter died.
DJLucas610,2023-03-25 21:24:15+00:00,@AdoniasJalin @Apple @AppleSupport Ear wax tends to destroy everything with rubber pieces
AppleSupport,2023-03-25 21:20:07+00:00,"@reformedking2 Happy to assist! To make sure that we are clear on what is happening, so that we can provide you with the most accurate information, DM us and let us know if you are taking photos/videos and they are showing up blank. If not, please provide some more details. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-25 21:18:38+00:00,"@__lifeofval We’d like to look into this with you. Are you using a specific app or feature when this happens? Have you updated to the latest iOS version? This can help fix many issues and bugs. Here’s how: https://t.co/TlozxUCURj 

Let us know the result in DM. https://t.co/GDrqU22YpT"
JerodEwert,2023-03-25 21:17:26+00:00,"@AppleSupport Ah, I see other apps support this. (Multi+Timer seems good)
But it does not have a sound selection option.
Is this a ""we copyrighted sounds, they copyrighted alerts"" situation?"
AppleSupport,2023-03-25 21:13:52+00:00,"@Harry_T_89 Hi there, we appreciate you bringing this to our attention and would like to look into this for you. Send us a DM with more details on what happened and the reason for your call. We’ll continue there. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-25 21:12:52+00:00,"@SafetynetBillie Hello and thanks for contacting us. We can help provide some information about your iPhone battery replacement. Take a look at this link to enter in your iPhone model to get an estimate: https://t.co/baabbhLkt4 

If you have other questions, DM us. https://t.co/GDrqU22YpT"
brummiedebz,2023-03-25 21:09:07+00:00,"@AppleSupport Hi, seems to have sorted itself out now. Thanks"
AppleSupport,2023-03-25 21:08:06+00:00,@Civic643343 We’d like to help. Send us a DM using the link below and let us know if you have requested account recovery. We look forward to hearing from you. https://t.co/GDrqU22YpT
TonyMThatchIIT1,2023-03-25 20:43:11+00:00,@AppleSupport @nascarcasm You can do this on your own you’re literally the one who put that out
BulletPremi,2023-03-25 20:38:11+00:00,@AppleSupport Thanks for reply but @MPSLewisham has denied us a report filing so can't do anything about it. CAN IT BE TRACKED SOMEHOW OR CLARIFY THAT IPHONE CAN BE UNLOCKED AND USED BY OTHERS?
nutzeeer,2023-03-25 20:36:17+00:00,@AppleSupport will the next iphone have 200W charging? Phones are already being sold with this function and it would make less of a hassle.
AppleSupport,2023-03-25 20:32:34+00:00,"@BulletPremi We always hate to hear when things like this happen, but it’s good you had Find My iPhone enabled. You will want to follow the steps found here: https://t.co/eQMxomCQ7K And you will want to report the iPhone to local authorities.  If you have questions, DM us:"
SamGherman,2023-03-25 20:31:23+00:00,"PSA: In all documentation for App Store receipts,  AppTransaction, and the WWDC videos, when they say ""Version Number"" they do NOT mean the Version. They actually mean Build Number. I don't know why this is, but it's super confusing. @apple @AppleSupport"
RadioLeggy,2023-03-25 20:26:24+00:00,"Really VERY VERY disappointed that no-one from @apple or @AppleSupport would respond to this legit question!
#RipOffBritain Hey @BBCOne @MartinSLewis @BBCWatchdog  you think any of you would get an answer if you asked?"
BulletPremi,2023-03-25 20:24:17+00:00,@MPSLewisham My phone was stolen today in shopping center but no report was filed for it and now I can see it's location near Ferry lane. What can be done about it? @Apple @AppleSupport
AppleSupport,2023-03-25 20:22:33+00:00,@emerfitzgeraldx We’d be happy to provide information about this. Make sure you’re purchasing from an Apple Authorized Reseller to make sure you’re able to get coverage. Find your nearest one here:  https://t.co/8XaWNB6JJL
judemichael,2023-03-25 20:15:41+00:00,@EdwardFerguson_ @AppleSupport customer care is non existent.
AppleSupport,2023-03-25 20:15:17+00:00,"@MartinBo44 Thanks for reaching out. We’d like to help. Please DM us, and let us know the iOS version you’re seeing this with. We’ll get the best options from there. https://t.co/GDrqU22YpT"
Sarcasm420666,2023-03-25 20:11:50+00:00,"@AppleSupport Yeah, could you maybe stop copying Android tech, changing the UI, and calling it ""new tech""?
Thanks"
AppleSupport,2023-03-25 20:11:47+00:00,"@MissFBlackSpice We welcome your feedback. Please share this suggestion with us here: https://t.co/eTPVYVFyd8 For any questions you may have about your Apple devices or services, send us a DM. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-25 20:10:49+00:00,"@Sarcasm420666 If you are experiencing any issues with your iPhone, let us know what is going on in DM. We’ll be more than happy to help. https://t.co/GDrqU22YpT"
emerfitzgeraldx,2023-03-25 20:10:37+00:00,@AppleSupport if you buy an apple product from another retailer rather than Apple Store itself can you still add on apple care+ ?
cjclark0822,2023-03-25 20:08:55+00:00,@Apple @AppleSupport @tim_cook just went in to have my Air Pod Pros evaluated for cracking like other AirPod Pros having the same issue that were manufactured prior to October 2020. Denied as mine were manufactured after 2020. Going to be hard to recommend any Apple Products.
AppleSupport,2023-03-25 20:04:32+00:00,@MRRATCHET_ We want to help ensure your new Apple Watch is working as well as expected. To help us get started we’ll need to gather additional details. Please DM us with which Apple Watch and watchOS version you’re using (Settings &gt; General &gt; About). We’ll help out from there. https://t.co/GDrqU22YpT
naveen143yerra,2023-03-25 20:02:20+00:00,"""Hey @Apple, @AppleSupport ,just received a device with a manufacturing defect and your customer service agent said it's quite common. As a loyal customer, I expect better quality and a more empathetic response. #ManufacturingDefect #CustomerServiceFail"""
antonio_guzzi,2023-03-25 19:59:50+00:00,@AppleSupport What should I do then?
AppleSupport,2023-03-25 19:58:46+00:00,"@antonio_guzzi Hi there, we can help get your request headed in the right direction. We always welcome feedback on what our users would like to see. You may find our dedicated feedback page here: https://t.co/eTPVYVFyd8"
AppleSupport,2023-03-25 19:55:31+00:00,"@MAftabkhan03 We want to help with FaceTime. We don’t see any outages at: https://t.co/waNYZdXpJm  Have you tried the steps here, which are geared towards your issue? https://t.co/3xNrFwkkUx 

Send us a DM with further details so we can work together on a solution. https://t.co/GDrqU22YpT"
MRRATCHET_,2023-03-25 19:55:31+00:00,"Bought an Apple Watch today and have had nothing but problems. The Watch claims there’s no internet connection when there is. I have tried multiple different fixes and different broadband connections to no avail. #Apple products used to be good, never again @AppleSupport"
AppleSupport,2023-03-25 19:50:00+00:00,"@hairlessmonkey Help is here! Which iOS version are you using? To find software version installed on your device, go to Settings &gt; General, then tap About. We'll need each number in the “Software Version” column.  Doing this helps us rule out software as the source of the issue. https://t.co/GDrqU22YpT"
LYDIANlGHT,2023-03-25 19:50:00+00:00,@AppleSupport @kkenstewy count your days
LYDIANlGHT,2023-03-25 19:49:56+00:00,"@AppleSupport @kkenstewy april 17th, 2024z"
LYDIANlGHT,2023-03-25 19:49:40+00:00,@AppleSupport @kkenstewy you guys will go bankrupt
LYDIANlGHT,2023-03-25 19:49:34+00:00,@AppleSupport @kkenstewy apple will perish
AppleSupport,2023-03-25 19:49:15+00:00,"@AdamLangePL We’ll be happy to assist. Are you able to be heard clearly on FaceTime calls? That may help isolate the behavior further. 

Meet us in DM, and we’ll work together to narrow down the cause and work toward a solution. https://t.co/GDrqU22YpT"
kkenstewy,2023-03-25 19:48:01+00:00,@LYDIANlGHT @tmtiosling @AppleSupport they replied time to make sure i never hear your voice
LYDIANlGHT,2023-03-25 19:47:41+00:00,@kkenstewy @tmtiosling @AppleSupport here you go
AppleSupport,2023-03-25 19:47:30+00:00,"@kkenstewy Hi there. We’re here for you and happy to help. 

Which device are you using with FaceTime? DM us and let us know. We’ll meet you there."
MAftabkhan03,2023-03-25 19:47:02+00:00,Hey @AppleSupport the FaceTime audio is not working. Is the server down or something else please??
AppleSupport,2023-03-25 19:46:00+00:00,@brummiedebz Thank you for reaching out. We would like to see what we can do to help. Get back to us in DM using the link below. Let us know the device you are using and OS and we can continue from there. https://t.co/GDrqU22YpT
LYDIANlGHT,2023-03-25 19:45:49+00:00,@kkenstewy @AppleSupport i hate you
LYDIANlGHT,2023-03-25 19:45:20+00:00,@kkenstewy @tmtiosling @AppleSupport why are you lying wtf
kkenstewy,2023-03-25 19:45:05+00:00,@LYDIANlGHT @AppleSupport talk.
kkenstewy,2023-03-25 19:44:56+00:00,@tmtiosling @AppleSupport they were singing but wendy is there don’t want to hear her voice
LYDIANlGHT,2023-03-25 19:44:45+00:00,@kkenstewy @AppleSupport literally what did i do before the tweet 😒
tmtiosling,2023-03-25 19:44:21+00:00,@kkenstewy @AppleSupport are they singing again
kkenstewy,2023-03-25 19:41:50+00:00,@LYDIANlGHT @AppleSupport don’t make me laugh
LYDIANlGHT,2023-03-25 19:41:17+00:00,@kkenstewy @AppleSupport i didn’t even do anything
AppleSupport,2023-03-25 19:41:14+00:00,"@english_maven We’re here to help. 

Meet us in DM where we can assist and go over some of the available options. https://t.co/GDrqU22YpT"
LYDIANlGHT,2023-03-25 19:41:12+00:00,@kkenstewy @AppleSupport can you stop
kkenstewy,2023-03-25 19:40:04+00:00,@AppleSupport GIVE ME THE MUTE BUTTON ON FACETIME PLEASE
AppleSupport,2023-03-25 19:37:59+00:00,"@rockrsv We’d be happy to help with this. Have you already requested a refund using the steps here? https://t.co/5f3dJAu0So If you don’t see this purchase, you may need to wait for the order to process. Let us know more in DM. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-25 19:37:44+00:00,"@Dee_1008 Hey there. Thanks for reaching out to us about this. We are always happy to help where we can. To clarify, this happens with the display off? Do you have any screen protector or case on the device? When it’s on does it perform like normal? Let us know in DM. https://t.co/GDrqU22YpT"
Razzmatazz0880,2023-03-25 19:35:52+00:00,"Hey gang, here is what your ""green"" batteries are costing. Shame on all of you. You are all complisite @GreenpeaceEU @amnestyusa @AppleSupport @samsungmobilemx @elonmusk @Tesla"
PaulRigas,2023-03-25 19:35:51+00:00,https://t.co/MqWAOYjXzC @AppleSupport @Apple Love this!!
cucumberfeet1,2023-03-25 19:35:34+00:00,"@dantypo @Lukewearechange Disgusting, these are clearly all cishet males. @AppleSupport could you please add a few trans and non-binary folx to your slave mines? #DoBetter #TransRightsAreHumanRights"
AppleSupport,2023-03-25 19:33:14+00:00,@sunnyyydi We certainly understand how important it is that you can depend on your iPhone. We want to do all we can to help you. Feel free to DM us and let us know what’s happening specifically. We’ll meet you there. https://t.co/GDrqU22YpT
english_maven,2023-03-25 19:32:50+00:00,"hey @AppleSupport , my mom passed away, and I got locked out of her ipad trying to figure out her password…

it says I need to log into iTunes, but my Mac does not support iTunes. anymore…

what can I do to get her ipad to work? #pleasehelp"
AppleSupport,2023-03-25 19:24:44+00:00,"@TheKristyLove10 We’d like to take a look into this with you and see how we can help. Click the DM link below and let us know if this happens with all episodes you watch. Does it happen with movies too? What device are you using the Apple TV app on?
 We’ll meet you there! https://t.co/GDrqU22YpT"
Freux_Chevalier,2023-03-25 19:23:16+00:00,"Hello @AppleSupport, I need your help 🥲"
brummiedebz,2023-03-25 19:22:34+00:00,"@AppleSupport Is there an issue with FaceTime? Every person I try and FaceTime with it takes a while to connect, then I get no picture just their initial in a colours cruel and no sound? Happens their end too?"
AppleSupport,2023-03-25 19:17:13+00:00,"@noneck We’d like to help you out today! You can view past purchases, and use this link to help walk you through how. https://t.co/zn1CGKGEDz 

If you have any questions, just click the DM link below to reach back out to us. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-25 19:12:13+00:00,@Kasmosis Hey there! We want to help ensure you can easily customize your Home screen layout. Meet us in DM with the device you’re using and more specific details on what is happening. We’ll be able to expand our investigation there. https://t.co/GDrqU22YpT
Janmajay2010,2023-03-25 19:09:54+00:00,@Apple @AppleSupport :- Apple have started cheating customers. Have bought an apple iPhone 14 Plus on 2-3-2023. Today charging cable was not working when visited the store they are saying that cable is non genuine. If iit is non genuine then I have been cheated.#applecheating
__kanao_tsuyuri,2023-03-26 23:59:04+00:00,@moonienie__ @AppleSupport Keep me posted 👀
